Age,Travel,Department,Distance,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,MaritalStatus,MonthlyIncome,Over18,OverTime,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,JobSatisfaction
34.0,Never,Other,4.0,High,523.0,High,Female,72.0,High,Low,Married,6538.0,1.0,No,6.0,3.0,2.0,1.0,High
31.0,Rarely,Other,7.0,Low,524.0,Low,Female,31.0,High,Low,Married,4306.0,1.0,No,13.0,13.0,10.0,3.0,Low
43.0,Frequently,Other,21.0,Medium,525.0,High,Male,61.0,High,,Married,,1.0,No,8.0,3.0,2.0,1.0,High
43.0,Rarely,Other,8.0,High,526.0,High,Female,74.0,High,Low,Single,4522.0,1.0,Yes,8.0,5.0,2.0,0.0,High
25.0,Rarely,Other,4.0,Low,527.0,Low,Female,99.0,Low,Low,Single,4487.0,1.0,Yes,5.0,5.0,4.0,1.0,High
37.0,Never,Other,25.0,High,529.0,Low,Female,72.0,High,Low,Married,4449.0,1.0,Yes,15.0,13.0,11.0,10.0,High
31.0,,Other,1.0,Low,530.0,High,Male,98.0,Low,Low,Married,2218.0,1.0,No,4.0,4.0,2.0,3.0,Low
39.0,Frequently,Other,1.0,Low,531.0,Low,Male,52.0,High,High,Single,19197.0,1.0,Yes,21.0,21.0,8.0,1.0,High
56.0,Frequently,Other,6.0,Medium,532.0,High,Female,86.0,High,High,Married,13212.0,1.0,No,36.0,7.0,7.0,7.0,Low
30.0,Rarely,Other,12.0,Medium,533.0,Low,Female,83.0,High,Low,Single,6577.0,1.0,No,6.0,5.0,4.0,4.0,High
41.0,Rarely,,1.0,Medium,534.0,Low,Male,49.0,High,Medium,Married,8392.0,1.0,No,10.0,10.0,7.0,0.0,Low
28.0,Rarely,Other,17.0,Low,536.0,High,Male,79.0,High,Low,Single,4558.0,1.0,No,10.0,10.0,0.0,1.0,Low
25.0,Rarely,Other,3.0,Medium,538.0,Low,Male,91.0,High,Low,Married,4031.0,1.0,No,6.0,2.0,2.0,0.0,Low
52.0,Rarely,Other,3.0,Medium,543.0,High,Male,39.0,Low,Medium,Married,7969.0,1.0,Yes,28.0,5.0,4.0,,High
45.0,Rarely,Other,10.0,Low,544.0,Low,Male,69.0,High,Low,Married,2654.0,1.0,No,8.0,2.0,2.0,0.0,High
52.0,Rarely,Other,4.0,Low,546.0,High,Female,30.0,High,High,Married,16555.0,1.0,No,31.0,5.0,2.0,1.0,High
42.0,Frequently,Other,29.0,Low,547.0,Low,Female,92.0,High,Low,Single,4556.0,1.0,No,19.0,5.0,4.0,0.0,High
30.0,Rarely,Other,2.0,Medium,548.0,High,Female,43.0,Low,Low,Single,6091.0,1.0,No,11.0,5.0,4.0,0.0,High
60.0,Rarely,Other,7.0,Medium,549.0,Low,Female,41.0,High,High,Married,19566.0,1.0,No,33.0,29.0,8.0,11.0,Low
46.0,Rarely,Other,18.0,Medium,550.0,High,Female,87.0,High,Low,Single,4810.0,1.0,No,19.0,10.0,7.0,0.0,High
42.0,Frequently,Other,28.0,High,551.0,High,Female,88.0,Low,Low,Married,4523.0,1.0,No,7.0,6.0,5.0,0.0,High
24.0,Rarely,Other,1.0,Low,554.0,Low,Female,62.0,High,Low,Single,3202.0,1.0,Yes,6.0,5.0,3.0,1.0,Low
34.0,Frequently,Other,6.0,Low,555.0,High,Female,33.0,Low,Low,Single,2351.0,1.0,No,3.0,2.0,2.0,1.0,High
,Frequently,,2.0,Low,556.0,High,Male,42.0,High,Low,Married,1702.0,1.0,Yes,1.0,1.0,0.0,0.0,High
40.0,Rarely,Other,2.0,,558.0,High,Female,79.0,High,High,Married,18041.0,1.0,No,21.0,20.0,15.0,1.0,High
26.0,Rarely,Other,23.0,Medium,560.0,Low,Female,90.0,High,Low,Single,2886.0,1.0,No,3.0,3.0,2.0,0.0,High
30.0,Never,Other,3.0,Medium,562.0,High,Male,53.0,High,Low,Married,2097.0,1.0,No,9.0,5.0,3.0,1.0,High
29.0,Rarely,Other,3.0,High,,Low,Male,93.0,Low,Medium,Married,11935.0,1.0,No,10.0,10.0,2.0,0.0,High
29.0,Rarely,Other,25.0,High,565.0,High,Female,71.0,Low,Low,Married,2546.0,1.0,No,6.0,2.0,2.0,1.0,Low
19.0,Rarely,Other,2.0,Low,566.0,Low,Male,52.0,Low,Low,Single,2564.0,1.0,No,1.0,1.0,0.0,0.0,High
30.0,Never,Other,22.0,High,567.0,High,Female,69.0,High,Medium,Married,8412.0,1.0,No,10.0,9.0,8.0,7.0,Low
57.0,Rarely,Other,29.0,Medium,568.0,Low,Male,56.0,Low,High,Single,14118.0,1.0,No,32.0,1.0,0.0,0.0,High
50.0,Rarely,Other,29.0,High,569.0,Low,Male,88.0,Low,High,Married,17046.0,1.0,No,28.0,27.0,10.0,15.0,High
30.0,Never,Other,2.0,Medium,571.0,High,Female,49.0,High,Low,Single,2564.0,1.0,No,12.0,11.0,7.0,6.0,High
60.0,Frequently,Other,28.0,Medium,573.0,High,Female,80.0,Low,Medium,Married,10266.0,1.0,No,22.0,18.0,13.0,,Low
47.0,Rarely,Other,2.0,Low,574.0,Low,Female,65.0,High,Low,Single,5070.0,1.0,No,20.0,5.0,0.0,0.0,High
46.0,Rarely,Other,2.0,Medium,575.0,Low,Male,51.0,High,High,Married,17861.0,1.0,No,26.0,3.0,2.0,0.0,High
35.0,Rarely,Other,22.0,Medium,577.0,High,Male,46.0,Low,Low,Single,4230.0,1.0,No,6.0,5.0,4.0,4.0,High
54.0,Rarely,Other,8.0,High,578.0,High,Female,42.0,High,Low,Single,3780.0,1.0,No,19.0,1.0,0.0,0.0,High
34.0,Rarely,Other,2.0,High,579.0,High,Male,62.0,Low,Low,Single,2768.0,1.0,No,14.0,7.0,3.0,5.0,High
46.0,Rarely,Other,10.0,Medium,580.0,High,Female,94.0,Low,Medium,Married,9071.0,1.0,Yes,15.0,3.0,2.0,1.0,High
31.0,Rarely,Other,9.0,Low,581.0,High,Male,33.0,High,Medium,Single,10648.0,1.0,No,13.0,13.0,8.0,0.0,Low
33.0,Rarely,Other,15.0,Low,582.0,Low,Male,56.0,High,Medium,Married,13610.0,1.0,Yes,15.0,7.0,6.0,7.0,High
33.0,Rarely,Other,10.0,Low,584.0,Low,Male,38.0,Low,Low,Single,3408.0,1.0,No,8.0,4.0,3.0,1.0,High
30.0,Rarely,Other,7.0,Low,585.0,High,Male,57.0,High,Low,Single,2983.0,1.0,No,,3.0,2.0,1.0,Low
35.0,Rarely,Other,16.0,Medium,586.0,High,Male,72.0,High,Medium,Married,7632.0,1.0,Yes,10.0,8.0,7.0,0.0,High
31.0,Frequently,Other,20.0,Medium,587.0,Low,Male,66.0,High,Medium,Married,9824.0,1.0,No,12.0,1.0,0.0,0.0,High
34.0,Frequently,Other,23.0,Medium,,Low,Female,43.0,High,Medium,Single,9950.0,1.0,Yes,11.0,3.0,2.0,0.0,Low
42.0,Frequently,Other,5.0,Low,591.0,Low,Male,97.0,High,Low,Married,2093.0,1.0,No,8.0,2.0,2.0,2.0,High
36.0,Never,Other,10.0,High,592.0,Low,Male,32.0,High,Medium,Single,9980.0,1.0,No,10.0,10.0,3.0,9.0,High
22.0,Frequently,Other,4.0,Low,593.0,High,Male,99.0,Low,Low,Single,3894.0,1.0,No,4.0,2.0,2.0,1.0,High
48.0,Rarely,Other,2.0,High,595.0,Low,Female,37.0,High,Low,Married,4051.0,1.0,No,14.0,9.0,7.0,6.0,High
55.0,Rarely,Other,18.0,High,597.0,Low,Female,83.0,High,High,Single,16835.0,1.0,No,37.0,10.0,9.0,7.0,Low
41.0,Never,Other,10.0,Low,599.0,High,Male,56.0,High,Low,Single,6230.0,1.0,No,16.0,14.0,3.0,1.0,High
35.0,Rarely,Other,1.0,Medium,600.0,Low,Male,85.0,High,Low,Married,4717.0,1.0,No,15.0,11.0,9.0,6.0,High
40.0,Rarely,Other,6.0,Medium,601.0,Low,Female,75.0,High,High,Single,13237.0,1.0,No,22.0,20.0,6.0,5.0,High
39.0,Frequently,Other,8.0,Low,602.0,High,Female,48.0,High,Low,Married,3755.0,1.0,No,8.0,8.0,3.0,0.0,High
31.0,Rarely,Other,2.0,Low,604.0,Low,Male,77.0,High,Low,Single,6582.0,1.0,Yes,10.0,6.0,5.0,0.0,High
42.0,Rarely,Other,24.0,Medium,605.0,High,Male,56.0,High,Medium,Married,7406.0,1.0,Yes,10.0,10.0,9.0,5.0,Low
45.0,Rarely,Other,2.0,Medium,606.0,High,Male,61.0,High,Low,Married,4805.0,1.0,No,9.0,8.0,7.0,3.0,Low
26.0,,Other,17.0,High,608.0,Low,Female,58.0,High,Low,Single,2741.0,1.0,Yes,8.0,7.0,7.0,1.0,High
29.0,Rarely,Other,19.0,Medium,611.0,High,Male,34.0,High,Low,Single,4262.0,1.0,No,,3.0,2.0,1.0,High
33.0,Rarely,Other,1.0,High,612.0,Low,Female,95.0,High,High,Single,16184.0,1.0,No,10.0,6.0,1.0,0.0,High
31.0,Rarely,Other,7.0,Medium,613.0,High,Male,44.0,Low,Medium,Single,11557.0,1.0,No,10.0,5.0,4.0,0.0,High
18.0,Frequently,Other,5.0,Medium,614.0,Low,Male,69.0,High,Low,Single,1878.0,0.0,Yes,0.0,0.0,0.0,0.0,Low
40.0,Never,Other,28.0,Medium,615.0,High,Male,58.0,Low,Medium,Single,10932.0,1.0,No,20.0,1.0,0.0,0.0,Low
41.0,,Other,2.0,High,616.0,Low,Female,62.0,Low,Low,Single,6811.0,1.0,Yes,10.0,8.0,7.0,0.0,High
26.0,Rarely,Other,29.0,Low,618.0,Low,Male,45.0,High,Low,Single,4306.0,1.0,No,8.0,0.0,0.0,0.0,High
35.0,Rarely,Other,1.0,Medium,620.0,Low,Female,80.0,High,Low,Single,4859.0,1.0,No,,5.0,4.0,0.0,High
34.0,Rarely,Other,21.0,High,621.0,High,Male,74.0,High,Low,Single,5337.0,1.0,No,10.0,10.0,7.0,5.0,High
26.0,Rarely,Other,24.0,Medium,622.0,High,Male,66.0,Low,Low,Single,2340.0,1.0,Yes,,1.0,0.0,0.0,High
37.0,Rarely,Other,1.0,Medium,623.0,Low,Female,59.0,High,Medium,Single,7491.0,1.0,No,12.0,6.0,5.0,1.0,High
46.0,Frequently,Other,18.0,Low,624.0,Low,Female,86.0,High,Medium,Married,10527.0,1.0,No,28.0,2.0,2.0,1.0,High
41.0,Rarely,Other,2.0,High,625.0,Low,Female,91.0,High,High,Married,16595.0,1.0,No,22.0,18.0,16.0,11.0,Low
37.0,Never,Other,9.0,High,626.0,Low,Male,69.0,High,Medium,Single,8834.0,1.0,No,9.0,9.0,5.0,7.0,Low
52.0,Rarely,Other,6.0,Low,630.0,High,Male,78.0,High,Low,Single,5577.0,1.0,Yes,18.0,10.0,9.0,6.0,Low
32.0,Never,Other,11.0,High,631.0,High,Male,60.0,High,Low,Married,4707.0,1.0,No,6.0,4.0,2.0,1.0,High
24.0,Frequently,Other,24.0,Medium,632.0,High,Male,38.0,High,Low,Married,2400.0,1.0,No,3.0,2.0,2.0,2.0,High
38.0,Rarely,Other,10.0,Medium,634.0,High,Female,76.0,High,Low,Married,9824.0,1.0,No,18.0,1.0,0.0,0.0,High
37.0,Rarely,Other,1.0,High,635.0,Low,Female,65.0,High,Low,Married,6447.0,1.0,,8.0,6.0,5.0,4.0,Low
49.0,Rarely,Other,18.0,High,638.0,High,Male,58.0,Low,High,Single,19502.0,1.0,Yes,31.0,31.0,9.0,0.0,High
24.0,Rarely,Other,23.0,Medium,639.0,Low,Male,89.0,High,Low,Married,2725.0,1.0,Yes,6.0,6.0,5.0,1.0,High
26.0,Rarely,Other,28.0,Low,641.0,Low,Male,66.0,High,Low,Married,6272.0,1.0,No,6.0,5.0,3.0,1.0,Low
24.0,Rarely,,17.0,Low,643.0,High,Male,94.0,Low,Low,Married,2127.0,1.0,No,1.0,1.0,0.0,0.0,Low
50.0,Frequently,Other,3.0,Medium,644.0,Low,Male,99.0,High,High,Married,18200.0,1.0,No,32.0,32.0,5.0,10.0,Low
25.0,Rarely,Other,13.0,Low,645.0,Low,Male,40.0,High,Low,Married,2096.0,1.0,No,7.0,7.0,4.0,0.0,High
24.0,Frequently,Other,7.0,Medium,647.0,Low,Female,55.0,High,Low,Married,2886.0,1.0,Yes,6.0,6.0,3.0,1.0,High
30.0,Frequently,Other,12.0,High,648.0,Low,Male,74.0,Low,Low,Married,2033.0,1.0,No,1.0,1.0,0.0,0.0,Low
34.0,Rarely,Other,1.0,Low,649.0,Low,Male,83.0,Low,Low,Married,3622.0,1.0,Yes,6.0,6.0,5.0,1.0,High
31.0,Rarely,Other,13.0,High,650.0,Low,Male,46.0,High,Low,Single,4233.0,1.0,No,9.0,3.0,1.0,1.0,Low
35.0,Rarely,Other,25.0,Low,652.0,Low,Male,54.0,Low,Low,Single,3681.0,1.0,No,9.0,3.0,2.0,0.0,High
31.0,Rarely,Other,6.0,High,653.0,Low,Male,66.0,High,Low,Single,5460.0,1.0,No,13.0,7.0,7.0,5.0,High
27.0,Rarely,Other,6.0,High,655.0,Low,Female,66.0,Low,Low,Single,2187.0,1.0,No,6.0,5.0,3.0,0.0,High
37.0,Rarely,Other,2.0,Medium,656.0,High,Male,75.0,High,Low,Married,9602.0,1.0,Yes,17.0,3.0,0.0,1.0,High
20.0,Rarely,Other,1.0,Medium,657.0,High,Female,83.0,Low,Low,Single,2836.0,1.0,No,1.0,1.0,0.0,0.0,Low
42.0,Rarely,Other,2.0,High,659.0,High,Female,81.0,High,Low,Married,4089.0,1.0,No,10.0,10.0,2.0,2.0,High
43.0,Rarely,Other,6.0,High,661.0,Low,Male,50.0,Low,High,Single,16627.0,1.0,Yes,21.0,1.0,0.0,0.0,High
38.0,Rarely,Other,1.0,Low,662.0,High,Female,43.0,High,Low,Single,2619.0,1.0,No,8.0,0.0,0.0,0.0,Low
43.0,Frequently,Other,9.0,High,663.0,High,Male,72.0,High,Low,Single,5679.0,1.0,Yes,10.0,8.0,7.0,4.0,
48.0,Rarely,Other,1.0,High,664.0,High,Female,40.0,Low,High,Married,15402.0,1.0,No,21.0,3.0,2.0,0.0,Low
44.0,Rarely,Other,1.0,High,665.0,Low,Female,50.0,Low,Low,Single,5985.0,1.0,No,10.0,2.0,2.0,0.0,High
34.0,Rarely,Other,14.0,Medium,666.0,High,Female,31.0,High,Low,Single,2579.0,1.0,Yes,8.0,8.0,2.0,0.0,High
27.0,Rarely,Other,2.0,Low,667.0,High,Male,85.0,High,Low,Single,3041.0,1.0,No,5.0,4.0,3.0,0.0,Low
21.0,Rarely,Other,22.0,Low,669.0,High,Male,49.0,High,Low,Single,3447.0,1.0,No,3.0,3.0,2.0,1.0,High
44.0,Rarely,Other,3.0,High,671.0,High,Male,35.0,High,High,Married,19513.0,,Yes,26.0,2.0,2.0,0.0,High
22.0,Rarely,Other,6.0,Low,675.0,Low,Male,69.0,High,Low,Married,2773.0,1.0,No,3.0,2.0,2.0,2.0,High
33.0,Rarely,Other,8.0,High,677.0,High,Male,39.0,High,Low,Single,7104.0,1.0,No,6.0,5.0,0.0,1.0,High
32.0,Rarely,Other,9.0,High,679.0,,Female,92.0,High,Low,Married,6322.0,1.0,Yes,6.0,6.0,4.0,0.0,High
30.0,Frequently,Other,3.0,Medium,680.0,High,Female,71.0,High,Low,Single,2083.0,1.0,No,1.0,1.0,0.0,0.0,High
53.0,Rarely,Other,1.0,Low,682.0,High,Female,34.0,High,Low,Single,8381.0,1.0,No,18.0,14.0,7.0,8.0,Low
34.0,Rarely,Other,1.0,High,683.0,Low,Male,42.0,,Low,Married,2691.0,1.0,No,10.0,10.0,9.0,8.0,High
45.0,Frequently,Other,26.0,High,684.0,Low,Female,100.0,High,Low,Married,4286.0,1.0,No,5.0,1.0,1.0,0.0,Low
26.0,Rarely,Other,6.0,Medium,686.0,High,Female,71.0,High,Low,Married,,1.0,Yes,3.0,3.0,2.0,0.0,High
37.0,Rarely,Other,3.0,Medium,689.0,High,Male,36.0,High,Medium,Married,9434.0,1.0,No,10.0,10.0,7.0,7.0,High
29.0,Rarely,Other,3.0,Low,690.0,Low,Female,62.0,High,Low,Married,5561.0,1.0,No,6.0,6.0,0.0,1.0,High
35.0,Rarely,Other,6.0,High,691.0,Low,Male,82.0,Low,Low,Single,6646.0,1.0,No,17.0,17.0,11.0,11.0,High
33.0,Frequently,Other,6.0,Medium,692.0,High,Male,30.0,High,Low,Single,7725.0,1.0,No,15.0,13.0,,4.0,High
54.0,Rarely,Other,19.0,High,698.0,High,Male,88.0,High,Medium,Married,10725.0,1.0,No,16.0,9.0,7.0,7.0,Low
36.0,Rarely,Other,9.0,Low,699.0,Low,Male,48.0,Low,Low,Single,8847.0,1.0,Yes,13.0,3.0,2.0,0.0,Low
27.0,Rarely,Other,3.0,High,700.0,Low,Male,54.0,Low,Low,Single,2045.0,1.0,No,5.0,4.0,2.0,1.0,High
20.0,Rarely,Other,10.0,Low,701.0,High,Male,32.0,High,Low,Single,1009.0,1.0,Yes,1.0,1.0,0.0,1.0,High
33.0,Frequently,Other,3.0,Medium,702.0,Low,Male,70.0,High,Low,Single,3348.0,1.0,Yes,10.0,10.0,8.0,9.0,Low
35.0,Never,Other,3.0,Medium,704.0,High,Male,41.0,Low,Low,Married,1281.0,1.0,No,1.0,1.0,0.0,0.0,High
23.0,Rarely,Other,4.0,Medium,705.0,Low,Male,58.0,High,Low,Married,2819.0,1.0,No,5.0,3.0,2.0,0.0,Low
25.0,Rarely,Other,8.0,Medium,707.0,High,Male,57.0,High,Low,Married,4851.0,1.0,No,4.0,3.0,2.0,1.0,Low
38.0,Rarely,Other,7.0,High,709.0,High,Female,46.0,Low,Low,Single,4028.0,1.0,No,8.0,7.0,7.0,0.0,High
29.0,Frequently,Other,1.0,High,710.0,Low,Male,76.0,Low,Low,Single,2720.0,1.0,No,10.0,10.0,7.0,2.0,High
48.0,Rarely,,2.0,Low,712.0,Low,Male,56.0,High,Low,Married,8120.0,1.0,No,12.0,2.0,2.0,2.0,Low
27.0,Frequently,Other,3.0,Low,714.0,High,Female,71.0,High,Low,Single,4647.0,1.0,Yes,6.0,6.0,5.0,0.0,High
37.0,Rarely,Other,10.0,Low,715.0,High,Male,80.0,High,Low,Single,4680.0,1.0,No,4.0,1.0,0.0,0.0,High
50.0,Rarely,Other,28.0,Low,716.0,High,Male,74.0,High,Low,Married,3221.0,1.0,Yes,20.0,20.0,8.0,3.0,High
34.0,Rarely,Other,9.0,Medium,717.0,High,Female,46.0,Low,Medium,Single,8621.0,1.0,No,9.0,8.0,7.0,7.0,Low
24.0,Rarely,Other,3.0,Low,720.0,Low,Female,65.0,High,Low,Single,4577.0,1.0,No,4.0,2.0,2.0,2.0,High
39.0,Rarely,Other,2.0,High,721.0,High,Female,80.0,Low,Low,Single,4553.0,1.0,No,20.0,20.0,7.0,11.0,High
32.0,Rarely,Other,10.0,Medium,722.0,High,Male,55.0,High,Low,Single,5396.0,1.0,No,10.0,10.0,7.0,0.0,High
50.0,Frequently,Other,8.0,Low,723.0,Low,Male,50.0,High,Low,Married,6796.0,1.0,Yes,18.0,,3.0,1.0,High
38.0,Rarely,Other,1.0,High,724.0,Low,Female,33.0,High,Low,Single,7625.0,1.0,No,10.0,9.0,7.0,1.0,High
27.0,Rarely,Other,1.0,Low,725.0,High,Female,68.0,High,Medium,Married,7412.0,1.0,No,9.0,9.0,7.0,0.0,Low
32.0,Rarely,Other,3.0,Low,727.0,High,Female,39.0,High,Medium,Single,11159.0,1.0,No,10.0,7.0,7.0,7.0,High
47.0,Rarely,Other,14.0,High,728.0,High,Male,42.0,High,Low,Single,4960.0,1.0,No,20.0,7.0,7.0,1.0,Low
40.0,Frequently,Other,5.0,High,729.0,High,Male,48.0,Low,Medium,Married,10475.0,1.0,,20.0,18.0,13.0,1.0,Low
53.0,Rarely,Other,7.0,Medium,730.0,High,Male,59.0,High,High,Married,14814.0,1.0,No,32.0,5.0,,1.0,High
41.0,Rarely,Other,10.0,High,731.0,Low,Male,73.0,Low,High,Single,19141.0,1.0,No,23.0,21.0,6.0,12.0,High
60.0,Rarely,Other,16.0,High,732.0,Low,Male,84.0,High,Low,Single,5405.0,1.0,No,10.0,2.0,2.0,2.0,Low
27.0,Frequently,Other,10.0,Low,733.0,High,Male,32.0,High,Medium,Single,,1.0,No,9.0,9.0,7.0,1.0,Low
41.0,Rarely,Other,1.0,Medium,734.0,High,Male,59.0,Low,High,Married,19189.0,1.0,No,22.0,22.0,7.0,2.0,High
50.0,Rarely,Other,8.0,High,738.0,High,Male,54.0,High,Low,Married,3875.0,1.0,No,4.0,2.0,2.0,2.0,Low
28.0,Rarely,Other,1.0,Low,741.0,Low,Female,67.0,Low,Low,Single,2216.0,1.0,Yes,10.0,7.0,7.0,3.0,Low
36.0,Never,Other,8.0,Medium,742.0,Low,Female,63.0,High,Medium,Married,11713.0,1.0,No,10.0,8.0,7.0,0.0,Low
38.0,Rarely,Other,1.0,Medium,743.0,High,Female,81.0,High,Medium,Single,7861.0,1.0,Yes,10.0,1.0,0.0,0.0,High
44.0,Never,Other,24.0,Medium,744.0,Low,Male,49.0,Low,Low,Single,3708.0,1.0,No,9.0,5.0,2.0,1.0,High
47.0,Frequently,Other,3.0,Medium,746.0,High,Female,49.0,High,High,Single,13770.0,1.0,Yes,28.0,22.0,2.0,11.0,High
30.0,Rarely,Other,27.0,High,747.0,High,Male,99.0,High,Low,Single,5304.0,1.0,No,10.0,8.0,7.0,7.0,High
29.0,Rarely,Other,10.0,Medium,749.0,,Male,99.0,High,Low,Single,2642.0,1.0,No,1.0,1.0,0.0,0.0,High
42.0,Frequently,Other,19.0,Medium,752.0,High,Male,57.0,High,Low,Single,2759.0,1.0,Yes,7.0,2.0,2.0,2.0,High
43.0,Frequently,Other,15.0,Medium,754.0,High,Male,47.0,Low,Low,Married,6804.0,1.0,No,7.0,2.0,2.0,2.0,High
34.0,Rarely,Other,8.0,Low,757.0,Low,Female,96.0,High,,Single,6142.0,1.0,No,10.0,5.0,1.0,4.0,High
23.0,Rarely,Other,9.0,Low,758.0,Low,Male,37.0,High,Low,Married,2500.0,1.0,No,5.0,4.0,3.0,0.0,Low
39.0,Rarely,Other,3.0,Medium,760.0,High,Female,44.0,High,Low,Married,6389.0,1.0,No,12.0,8.0,3.0,3.0,Low
56.0,Rarely,Other,9.0,Medium,762.0,High,Male,81.0,High,High,Married,11103.0,1.0,No,30.0,10.0,7.0,1.0,High
40.0,Rarely,Other,2.0,Low,763.0,High,Female,86.0,Low,Low,Single,2342.0,1.0,Yes,5.0,4.0,2.0,2.0,High
27.0,Rarely,Other,7.0,Medium,764.0,High,Female,55.0,Low,Low,Single,6811.0,1.0,No,9.0,7.0,6.0,0.0,Low
29.0,Rarely,Other,10.0,Medium,766.0,High,Male,83.0,High,Low,Single,2297.0,1.0,No,2.0,2.0,2.0,2.0,Low
53.0,Rarely,Other,6.0,Medium,769.0,High,Male,86.0,High,Low,Single,2450.0,1.0,No,19.0,2.0,2.0,2.0,High
35.0,Never,Other,2.0,High,771.0,High,Female,61.0,High,Low,Single,5093.0,1.0,No,16.0,1.0,0.0,0.0,Low
32.0,Frequently,,24.0,High,772.0,Low,Male,80.0,High,Low,Married,5309.0,1.0,No,,10.0,8.0,4.0,High
38.0,Rarely,Other,2.0,High,773.0,High,Male,92.0,High,Low,Married,3057.0,1.0,Yes,6.0,1.0,0.0,0.0,High
34.0,Rarely,Other,8.0,High,775.0,Low,Female,32.0,High,Low,Single,5121.0,1.0,No,7.0,0.0,0.0,0.0,Low
52.0,Rarely,Other,3.0,High,776.0,High,Male,,Low,High,Married,16856.0,1.0,No,34.0,34.0,6.0,1.0,Low
33.0,Rarely,Other,1.0,High,780.0,High,Male,63.0,High,Low,Single,2686.0,1.0,Yes,10.0,10.0,9.0,7.0,High
25.0,Rarely,Other,26.0,Low,781.0,High,Female,32.0,High,Low,Single,6180.0,1.0,No,6.0,6.0,5.0,1.0,High
45.0,Rarely,Other,2.0,Low,783.0,Low,Male,46.0,Low,Low,Single,6632.0,1.0,No,9.0,8.0,7.0,3.0,High
23.0,Rarely,Other,10.0,Low,784.0,Low,Male,79.0,High,Low,Single,3505.0,1.0,No,2.0,2.0,2.0,0.0,High
47.0,Frequently,Other,27.0,Low,785.0,Low,Female,77.0,High,Low,Single,6397.0,1.0,Yes,8.0,5.0,4.0,1.0,High
34.0,Rarely,Other,2.0,Medium,786.0,High,Male,60.0,High,Low,Single,6274.0,1.0,No,6.0,6.0,5.0,1.0,High
55.0,Rarely,,2.0,Medium,787.0,High,Male,78.0,High,High,Married,19859.0,1.0,Yes,24.0,5.0,2.0,1.0,Low
36.0,Never,Other,8.0,High,789.0,Low,Male,76.0,Low,Medium,Single,7587.0,,No,10.0,10.0,7.0,0.0,Low
52.0,Never,Other,19.0,High,791.0,High,Male,41.0,High,Low,Married,4258.0,1.0,No,5.0,4.0,3.0,1.0,High
26.0,Frequently,Other,1.0,Low,792.0,Low,Female,71.0,Low,Low,Single,4364.0,1.0,No,5.0,2.0,2.0,2.0,High
29.0,Rarely,Other,27.0,Medium,793.0,Low,Female,66.0,High,Low,Married,4335.0,1.0,No,11.0,8.0,7.0,1.0,High
26.0,Rarely,Other,8.0,Medium,796.0,High,Male,38.0,Low,Low,Single,,,No,6.0,4.0,3.0,1.0,Low
34.0,Rarely,Other,1.0,High,797.0,Low,Female,72.0,High,Low,Single,3280.0,1.0,No,10.0,4.0,2.0,1.0,High
54.0,Rarely,Other,19.0,High,799.0,High,Female,95.0,High,Low,Single,5485.0,1.0,Yes,9.0,5.0,3.0,1.0,Low
27.0,Frequently,Other,8.0,Low,800.0,High,Male,84.0,High,Low,Married,4342.0,1.0,No,5.0,4.0,2.0,1.0,High
37.0,Rarely,Other,10.0,Low,802.0,High,Female,82.0,High,Low,Single,2782.0,1.0,Yes,6.0,5.0,3.0,4.0,Low
38.0,Frequently,Other,2.0,High,803.0,Low,Female,75.0,High,Low,Single,5980.0,1.0,Yes,17.0,15.0,7.0,4.0,Low
34.0,Rarely,Other,2.0,High,804.0,High,Female,86.0,Low,Low,Single,4381.0,1.0,No,6.0,6.0,5.0,1.0,Low
35.0,Rarely,Other,8.0,High,805.0,Low,Female,72.0,High,Low,Married,2572.0,1.0,No,3.0,3.0,2.0,0.0,High
30.0,Rarely,Other,1.0,Medium,806.0,High,Male,38.0,Low,Low,Married,3833.0,1.0,No,7.0,2.0,2.0,0.0,High
40.0,,Other,2.0,Low,807.0,High,Female,38.0,High,Low,Married,4244.0,1.0,No,8.0,8.0,7.0,3.0,Low
34.0,Rarely,Other,8.0,Low,808.0,High,Female,93.0,High,Low,Married,6500.0,1.0,No,6.0,3.0,2.0,1.0,Low
42.0,Frequently,Other,8.0,Medium,809.0,Low,Male,66.0,High,High,Single,18430.0,1.0,No,24.0,24.0,7.0,14.0,High
23.0,Rarely,Other,6.0,Medium,811.0,High,Male,63.0,High,Low,Married,1601.0,1.0,Yes,1.0,0.0,0.0,0.0,Low
24.0,Never,Other,9.0,Medium,812.0,High,Male,60.0,Low,Low,Single,2694.0,1.0,No,1.0,1.0,0.0,0.0,Low
52.0,Rarely,Other,11.0,High,813.0,High,Female,82.0,High,Low,Married,3149.0,1.0,No,9.0,5.0,2.0,1.0,High
50.0,Rarely,Other,2.0,Medium,815.0,High,Male,64.0,High,High,Married,17639.0,1.0,No,30.0,4.0,3.0,0.0,High
29.0,Rarely,Other,1.0,Low,816.0,Low,Female,36.0,Low,Low,Married,2319.0,1.0,Yes,1.0,1.0,0.0,0.0,Low
33.0,Rarely,Other,7.0,Medium,817.0,High,Male,49.0,High,Medium,Married,11691.0,1.0,No,14.0,13.0,9.0,3.0,High
