Song,Duration,ExplicitContent,Year,Popularity,Danceability,Intensity,Loudness,SpokenWords,Acousticness,Instrumentalness,Liveness,Tempo,Genre
Airplanes (feat. Hayley Williams of Paramore) (B.o.B),180480.0,True,2010.0,High,0.66,0.867,-4.285,Yes,0.11,0.0,0.0368,93.03299999999999,Pop
My Chick Bad (Ludacris),216933.0,True,2010.0,High,0.624,0.723,-6.782,Yes,0.172,0.0,0.483,84.789,Pop
Just A Dream (Nelly),237800.0,False,2010.0,High,0.531,0.752,-6.1610000000000005,No,0.0421,0.0,0.12,89.917,Pop
What's My Name? (Rihanna),263173.0,False,2010.0,High,0.6920000000000001,0.7859999999999999,-2.9589999999999996,No,0.23,0.0,0.0797,100.025,Pop
Impossible (Shontelle),226533.0,False,2010.0,Low,0.599,0.624,-3.6310000000000002,No,0.385,0.0,0.125,90.03399999999999,Pop
The Flood (Take That),289359.0,False,2010.0,Low,0.514,0.83,-6.077000000000001,No,,1.43e-06,0.122,100.631,Pop
Say Aah (feat. Fabolous) (Trey Songz),207546.0,False,2009.0,Low,0.7240000000000001,0.87,-3.614,Yes,0.004529999999999999,0.0,0.833,93.01,Pop
Whatcha Say (Jason Derulo),221253.0,False,2010.0,High,0.615,0.711,-5.507000000000001,No,0.0444,0.0,0.145,144.036,Pop
Over (Drake),233560.0,True,2010.0,Low,0.325,0.848,-5.611000000000001,Yes,0.0109,0.0,0.124,100.09299999999999,Pop
Kickstarts (Example),181826.0,False,2010.0,High,0.61,0.836,-4.455,No,0.00374,0.0,0.358,126.056,Pop
She Said (Plan B),208853.0,False,2010.0,High,0.72,0.5379999999999999,-5.85,Yes,0.301,3.03e-06,0.14400000000000002,147.007,Rock
Higher (The Saturdays),207613.0,False,2010.0,High,0.639,0.862,-3.292,No,0.049,6.81e-06,0.264,117.01100000000001,Pop
Do You Remember (Jay Sean),210306.0,False,2009.0,Low,0.855,0.6679999999999999,-4.8919999999999995,No,0.0242,0.0,0.102,125.846,Pop
Hey Daddy (Daddy's Home) (Usher),224093.0,False,2010.0,High,0.59,0.698,-4.262,No,0.000176,0.0,0.107,95.975,Pop
Right Above It (Lil Wayne),271946.0,True,2010.0,High,0.376,0.841,-4.348,Yes,0.0435,0.0,0.578,76.05199999999999,Pop
All Time Low (The Wanted),205200.0,False,2010.0,Low,0.6890000000000001,0.615,-5.022,No,0.35200000000000004,0.0,0.0789,134.036,Pop
Your Love Is My Drug (Kesha),187133.0,False,2010.0,High,0.826,0.612,-3.891,,0.006809999999999999,0.0,0.0889,120.057,Pop
Starry Eyed (Ellie Goulding),176613.0,False,2010.0,Low,0.504,0.8140000000000001,-5.346,No,0.135,1.42e-05,0.324,149.967,Pop
Find Your Love (Drake),,False,2010.0,Low,0.625,0.613,-6.005,Yes,0.0209,0.0,0.0286,96.03299999999999,Pop
Ridin' Solo (Jason Derulo),215746.0,False,2010.0,High,0.442,0.83,-4.02,Yes,0.128,0.0,0.129,89.338,Pop
What You Know (Two Door Cinema Club),189693.0,False,2010.0,Low,0.55,0.753,-4.003,No,0.000665,7.74e-06,0.0921,139.048,Pop
Young Forever (JAY-Z),253906.0,True,2009.0,High,0.637,0.69,-3.214,No,0.41700000000000004,0.0,0.21100000000000002,140.329,Rock
BedRock (Young Money),288133.0,True,2009.0,High,0.733,0.664,-6.162999999999999,Yes,0.102,0.0,0.191,148.005,Pop
Nothin' on You (feat. Bruno Mars) (B.o.B),268320.0,False,2010.0,High,0.688,0.853,-5.814,No,0.386,0.0,0.0862,103.993,Pop
Teenage Dream (Katy Perry),227741.0,False,2010.0,High,0.7190000000000001,0.7979999999999999,-4.582,No,0.0162,2.34e-06,0.134,120.01100000000001,Pop
This Ain't a Love Song (Scouting For Girls),210680.0,False,2017.0,Low,0.45799999999999996,0.905,-4.157,No,0.00043099999999999996,0.0,0.37799999999999995,176.667,Pop
Billionaire (feat. Bruno Mars) (Travie McCoy),211160.0,True,2010.0,High,0.633,0.6729999999999999,-6.403,Yes,0.297,0.0,0.20600000000000002,86.77600000000001,Pop
Fireflies (Owl City),228346.0,False,2009.0,High,0.512,0.662,-6.797000000000001,No,0.0275,0.0,0.11800000000000001,180.114,Pop
Empire State of Mind (Part II) Broken Down (Alicia Keys),216480.0,False,2009.0,High,0.484,0.368,-7.784,No,0.74,3.82e-05,0.11800000000000001,92.92299999999999,Pop
Need You Now (Lady A),236440.0,False,2010.0,High,0.581,0.7170000000000001,-4.433,No,0.0298,0.00018600000000000002,0.243,107.884,Pop
Back To December (Taylor Swift),293026.0,False,2010.0,High,0.529,0.67,-4.663,No,0.11699999999999999,0.0,0.33399999999999996,141.893,Pop
Animal (Neon Trees),212306.0,False,2010.0,High,0.48200000000000004,0.8290000000000001,-5.5760000000000005,No,0.00033999999999999997,0.0,0.37799999999999995,147.99,Pop
Live Like We're Dying (Kris Allen),212506.0,False,2009.0,Low,0.589,0.893,-2.948,No,0.0273,0.0,0.34299999999999997,92.01100000000001,Pop
When We Collide (Matt Cardle),226000.0,False,2011.0,Low,0.44299999999999995,0.6829999999999999,-5.521,No,0.0198,5.26e-06,0.313,81.986,Pop
Dancing On My Own (Robyn),288670.0,False,2010.0,Low,0.687,0.865,-4.663,No,0.0743,0.225,0.0966,117.015,Pop
If I Die Young (The Band Perry),222773.0,False,2010.0,High,0.606,0.49700000000000005,-6.611000000000001,No,0.348,0.0,0.275,130.739,Rock
Magic (feat. Rivers Cuomo) (B.o.B),196133.0,False,2010.0,High,0.5489999999999999,0.932,-4.11,Yes,0.0127,0.0,0.34700000000000003,82.439,Pop
Rolling in the Deep (Adele),228093.0,True,2011.0,Low,0.73,0.77,-5.114,No,0.138,0.0,0.0473,104.948,Pop
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance (Maroon 5)",201493.0,False,2010.0,High,0.722,0.7609999999999999,-4.459,No,0.0117,0.0,0.315,128.04399999999998,Pop
Party Rock Anthem (LMFAO),262146.0,False,2011.0,High,0.7509999999999999,0.736,-4.168,Yes,0.0206,0.0,0.265,130.014,Pop
Firework (Katy Perry),227893.0,False,2010.0,High,0.638,0.8320000000000001,-5.039,No,0.141,0.0,0.113,124.071,Pop
Grenade (Bruno Mars),222091.0,False,2010.0,High,0.7040000000000001,0.5579999999999999,-7.273,No,0.14800000000000002,0.0,0.107,110.444,Pop
Hey Baby (Drop It to the Floor) (feat. T-Pain) (Pitbull),234453.0,False,2011.0,High,0.595,0.912,-3.428,No,0.0434,0.0,0.259,128.024,Pop
Mr. Saxobeat (Alexandra Stan),195105.0,False,2011.0,Low,0.726,0.9309999999999999,-4.152,No,0.0218,0.000283,0.14300000000000002,126.976,Pop
Who's That Chick? (feat. Rihanna) (David Guetta),201040.0,False,2010.0,High,0.675,0.602,-4.7330000000000005,Yes,0.0037700000000000003,0.0,0.0458,127.93799999999999,Pop
On The Floor (Jennifer Lopez),284866.0,False,2011.0,High,0.73,0.777,-5.194,No,0.105,0.000478,0.0691,130.0,Pop
S&M (Rihanna),243533.0,False,2010.0,High,0.767,0.682,-5.02,No,0.0113,0.00016,0.10400000000000001,127.975,Pop
Blow (Kesha),219973.0,False,2010.0,High,0.753,0.7290000000000001,-3.862,No,0.0033399999999999997,5.660000000000001e-05,0.073,120.01299999999999,Pop
Sweat - Remix (Snoop Dogg),195986.0,False,2011.0,High,0.813,0.732,-5.636,No,0.0597,0.00137,0.0826,130.02,Pop
Higher (Taio Cruz),187626.0,False,2010.0,High,0.672,0.907,-5.069,No,0.0048,3.4e-05,0.156,128.02700000000002,Pop
More - RedOne Jimmy Joker Remix (Usher),219986.0,False,2010.0,High,0.551,0.893,-2.628,No,0.0016600000000000002,0.0,0.348,125.083,Pop
Changed the Way You Kiss Me - Radio Edit (Example),195466.0,False,2011.0,Low,0.578,0.857,-3.78,No,0.00548,0.00162,0.0948,126.979,Pop
Just Can’t Get Enough (Black Eyed Peas),219426.0,False,2010.0,High,0.659,0.628,-8.685,Yes,0.18600000000000003,0.0,0.105,94.05,Pop
Where Them Girls At (feat. Nicki Minaj & Flo Rida) (David Guetta),194840.0,True,2012.0,High,0.6659999999999999,0.8759999999999999,-3.0780000000000003,No,0.055,0.0,0.259,129.884,Pop
I Follow Rivers - The Magician Remix (Lykke Li),281106.0,False,2011.0,Low,0.7859999999999999,0.7090000000000001,-5.737,No,0.0192,0.00118,0.0845,122.01899999999999,Pop
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer) (Pitbull)",252306.0,False,2011.0,High,0.6709999999999999,0.9390000000000001,-3.2060000000000004,Yes,0.191,0.0,0.298,129.024,Pop
Love You Like A Love Song (Selena Gomez & The Scene),188453.0,False,2011.0,High,0.858,0.6779999999999999,-3.87,No,0.0761,0.0,0.0741,117.009,Pop
Black and Yellow (Wiz Khalifa),217666.0,True,2011.0,High,0.684,0.8340000000000001,-4.524,No,0.0646,0.0,0.271,164.02,Pop
E.T. (Katy Perry),229573.0,False,2012.0,High,0.62,0.8690000000000001,-5.252000000000001,Yes,0.0181,0.0,0.369,151.684,Pop
I Wanna Go (Britney Spears),210266.0,False,2011.0,High,0.696,0.546,-6.55,No,0.00379,3.8e-06,0.332,130.002,Pop
Stereo Hearts (feat. Adam Levine) (Gym Class Heroes),210960.0,False,,High,0.6459999999999999,0.795,-3.293,No,0.0319,0.0,0.267,89.99,Pop
Stereo Love - Radio Edit (Edward Maya),184573.0,False,2010.0,High,0.799,0.7829999999999999,-3.8960000000000004,No,0.0346,0.0186,0.0757,127.041,Pop
Tonight (I'm Fuckin' You) (Enrique Iglesias),232213.0,True,2010.0,High,0.648,0.89,-3.9819999999999998,No,0.0294,3.58e-06,0.11599999999999999,125.95299999999999,Pop
Down On Me (Jeremih),228453.0,False,2010.0,High,0.7,0.598,-7.7829999999999995,Yes,0.0369,0.0,0.111,160.041,Pop
Loca People - Radio Edit (Sak Noel),215624.0,True,2011.0,Low,0.9259999999999999,0.8079999999999999,-3.148,No,0.000915,0.0032700000000000003,0.0515,127.99799999999999,Rock
Heart Skips a Beat (feat. Rizzle Kicks) (Olly Murs),202266.0,False,2011.0,High,0.843,0.8809999999999999,-3.951,No,0.14,0.0,0.0765,110.62100000000001,Pop
Sexy And I Know It (LMFAO),199480.0,False,2011.0,High,0.7070000000000001,0.861,-4.225,Yes,0.1,0.0,0.191,130.02100000000002,Pop
You Make Me Feel... (feat. Sabi) (Cobra Starship),215693.0,False,2011.0,High,0.6679999999999999,0.857,-2.944,No,0.0191,6.71e-06,0.0385,131.959,Pop
Do It Like A Dude (Jessie J),195240.0,True,2011.0,Low,0.6629999999999999,0.843,-3.6719999999999997,No,0.0491,0.0,0.364,140.036,Pop
Louder (feat. Sian Evans) - Radio Edit (DJ Fresh),206776.0,False,2012.0,Low,0.31,0.9259999999999999,-1.131,No,0.0184,0.00792,0.483,139.85,Pop
No Hands (feat. Roscoe Dash & Wale) (Waka Flocka Flame),263773.0,True,2010.0,High,0.76,0.595,-6.3660000000000005,No,0.0054399999999999995,0.0,0.24100000000000002,131.497,Pop
When We Stand Together (Nickelback),190786.0,False,2011.0,High,0.446,0.9,-3.5410000000000004,No,0.000102,1.89e-05,0.0404,187.96099999999998,Rock
Midnight City (M83),243960.0,False,2011.0,High,0.507,0.7290000000000001,-5.399,No,0.0182,1.4e-06,0.0658,105.01299999999999,Pop
Till the World Ends (Britney Spears),237946.0,False,2011.0,High,0.693,0.705,-5.747000000000001,No,0.0228,0.0,0.20199999999999999,131.951,Pop
Earthquake (feat. Tinie Tempah) (Labrinth),274600.0,True,2012.0,High,0.54,0.856,-3.966,No,0.109,0.0,0.276,153.071,Pop
Don't Wanna Go Home (Jason Derulo),206080.0,False,2011.0,High,0.6709999999999999,0.8079999999999999,-4.861000000000001,No,0.02,0.0,0.134,121.956,Pop
Paradise (Coldplay),278719.0,False,2011.0,High,0.449,0.585,-6.761,No,0.0509,8.75e-05,0.0833,139.631,Pop
Last Friday Night (T.G.I.F.) (Katy Perry),230746.0,False,2012.0,High,0.649,0.815,-3.7960000000000003,No,0.00125,4.31e-05,0.6709999999999999,126.03,Pop
Set Fire to the Rain (Adele),242973.0,False,2011.0,Low,0.603,0.67,-3.8819999999999997,No,0.004079999999999999,1.66e-06,0.11199999999999999,107.995,Pop
I Need A Doctor (Dr. Dre),283733.0,True,2011.0,High,0.594,0.946,-4.521,Yes,0.0869,0.0,0.306,155.826,Rock
6 Foot 7 Foot (Lil Wayne),248586.0,True,2011.0,Low,0.364,0.752,-5.428999999999999,Yes,0.0007,0.0,0.318,79.119,Pop
I'm On One (DJ Khaled),296146.0,True,2011.0,High,0.413,0.807,-3.4989999999999997,Yes,0.0536,0.0,0.631,149.33,Pop
Look At Me Now (feat. Lil' Wayne & Busta Rhymes) (Chris Brown),222586.0,True,2011.0,High,0.767,0.677,-6.127999999999999,Yes,0.0339,5.51e-06,0.14400000000000002,146.155,Pop
Rocketeer (Far East Movement),211253.0,False,2010.0,High,0.664,0.845,-6.115,No,0.18100000000000002,0.0,0.267,96.005,Pop
Glad You Came (The Wanted),197935.0,False,2011.0,High,0.722,0.851,-3.873,No,0.0319,0.0,0.10800000000000001,126.885,Pop
We R Who We R (Kesha),204760.0,False,2010.0,High,0.736,0.8170000000000001,-4.9,No,0.00987,0.0016699999999999998,0.11699999999999999,119.95,Pop
Motivation (Kelly Rowland),230560.0,False,2011.0,High,0.7440000000000001,0.672,-5.5889999999999995,No,0.187,0.000123,0.105,140.889,Pop
We Found Love (Rihanna),215226.0,False,2011.0,High,0.735,0.7659999999999999,-4.485,No,0.025,0.0013800000000000002,0.10800000000000001,127.985,Pop
Don't Hold Your Breath (Nicole Scherzinger),197440.0,False,2011.0,High,0.66,0.797,-6.096,No,0.00646,0.00010800000000000001,0.187,110.955,Pop
Buzzin Remix (Mann),224333.0,True,2011.0,Low,0.687,0.9390000000000001,-4.372,Yes,0.0887,0.0,0.28300000000000003,104.029,Pop
Yeah 3x (Chris Brown),241666.0,True,2011.0,High,0.705,0.882,-3.201,No,0.00036899999999999997,1.16e-06,0.0934,130.0,Pop
Save The World (Swedish House Mafia),213337.0,False,2011.0,,0.507,0.665,-7.598,No,0.0144,0.0,0.0759,126.87899999999999,Pop
All Of The Lights (Kanye West),299613.0,True,2010.0,High,0.531,0.8029999999999999,-3.284,No,0.0796,1.7100000000000002e-05,0.17600000000000002,142.113,Rock
Sure Thing (Miguel),195373.0,False,2010.0,High,0.684,0.607,-8.127,No,0.0267,0.000307,0.191,81.001,Pop
Coming Home (Diddy - Dirty Money),238693.0,False,2010.0,High,0.392,0.8390000000000001,-1.921,Yes,0.158,0.0,0.3,168.00099999999998,Pop
What's My Name? (Rihanna),263173.0,False,2010.0,High,0.6920000000000001,0.7859999999999999,-2.9589999999999996,No,0.23,0.0,0.0797,100.025,Pop
Beautiful People (Chris Brown),225881.0,False,2019.0,Low,0.415,0.775,-6.3660000000000005,Yes,0.0658,0.0043100000000000005,0.0843,127.898,Pop
What the Hell (Avril Lavigne),220706.0,False,2011.0,High,0.578,0.9259999999999999,-3.6889999999999996,No,0.00472,0.0127,0.14,149.976,Pop
Read All About It (Professor Green),235735.0,True,2011.0,Low,0.6559999999999999,0.752,-5.522,No,0.336,0.0,0.223,100.963,Rock
Blind Faith (Chase & Status),233666.0,False,2011.0,High,0.45,0.846,-4.712,No,0.005229999999999999,0.0,0.228,140.042,Rock
Champion (feat. Chris Brown) (Chip),237293.0,True,2011.0,Low,0.415,0.934,-2.9139999999999997,Yes,0.078,0.0,0.145,190.15099999999998,Rock
Who Says (Selena Gomez & The Scene),195613.0,False,2011.0,High,0.682,0.927,-2.915,No,0.0843,0.0,0.149,101.01899999999999,Pop
Down With The Trumpets (Rizzle Kicks),186851.0,False,2011.0,Low,0.753,0.88,-4.689,No,0.087,0.0,0.24,115.057,Rock
Born This Way (Lady Gaga),260253.0,False,2011.0,High,0.5870000000000001,0.828,-5.1080000000000005,Yes,0.0032700000000000003,0.0,0.331,123.90700000000001,Pop
Super Bass (Nicki Minaj),200013.0,True,2010.0,Low,0.72,0.861,-4.3389999999999995,Yes,0.26899999999999996,5.11e-06,0.601,126.991,Pop
Donald Trump (Mac Miller),165908.0,True,2011.0,High,0.636,0.9009999999999999,-7.093999999999999,Yes,0.11900000000000001,0.0,0.391,162.994,Rock
Bounce (feat. Kelis) - Radio Edit (Calvin Harris),222186.0,False,2012.0,High,0.779,0.963,-2.125,No,0.0334,0.493,0.664,127.941,Pop
Without You (feat. Usher) (David Guetta),208133.0,False,2012.0,High,0.608,0.614,-3.727,No,0.22699999999999998,4.06e-06,0.157,127.884,Pop
Pumped Up Kicks (Foster The People),239600.0,False,2011.0,High,0.733,0.71,-5.849,No,0.145,0.115,0.0956,127.975,Pop
Headlines (Drake),235986.0,True,2011.0,High,0.636,0.5660000000000001,-7.16,Yes,0.365,0.00035299999999999996,0.0917,151.894,Pop
Price Tag (Jessie J),223053.0,False,2011.0,High,0.636,0.831,-3.945,Yes,0.0294,3.85e-06,0.272,175.015,Pop
Dirt Road Anthem (Jason Aldean),229413.0,False,2010.0,Low,0.6779999999999999,0.7390000000000001,-5.0680000000000005,No,0.32,2.36e-06,0.11599999999999999,127.037,Rock
Roll Up (Wiz Khalifa),227773.0,True,2011.0,High,0.523,0.805,-5.473,Yes,0.0524,0.0,0.0914,125.35799999999999,Pop
Good Life (OneRepublic),253306.0,True,2009.0,,0.634,0.69,-7.803999999999999,No,0.0771,0.0,0.132,94.988,Pop
Lighters (Bad Meets Evil),303813.0,True,2011.0,High,0.6759999999999999,0.695,-8.327,Yes,0.35200000000000004,0.0,0.11900000000000001,90.26799999999999,Pop
The Lazy Song (Bruno Mars),189109.0,False,2010.0,High,0.794,0.711,-5.124,No,0.3,0.0,0.0955,174.915,Pop
The Show Goes On (Lupe Fiasco),239613.0,True,2011.0,High,0.591,0.889,-3.839,Yes,0.0189,0.0,0.155,143.067,Pop
I Won't Let You Go (James Morrison),229303.0,False,2011.0,,0.537,0.611,-6.4270000000000005,No,0.22899999999999998,0.0,0.146,105.955,Pop
It Girl (Jason Derulo),192200.0,False,2011.0,High,0.6679999999999999,0.718,-4.736000000000001,No,0.0165,0.0,0.10400000000000001,91.993,Pop
Someone Like You (Adele),285240.0,False,2011.0,Low,0.5539999999999999,0.321,-8.251,No,0.893,0.0,0.0996,135.047,Pop
The Adventures of Rain Dance Maggie (Red Hot Chili Peppers),282400.0,False,2011.0,High,0.6829999999999999,0.7340000000000001,-4.523,No,0.00112,0.0139,0.258,106.25399999999999,Rock
Pretty Girl Rock (Keri Hilson),243920.0,False,2010.0,High,0.6659999999999999,0.87,-5.004,Yes,0.203,0.0,0.0851,160.014,Pop
F**kin' Perfect (P!nk),213413.0,True,2010.0,High,0.563,0.6709999999999999,-4.788,No,0.0422,0.0,0.36,91.964,Pop
Honey Bee (Blake Shelton),210720.0,False,2011.0,Low,0.48100000000000004,0.8490000000000001,-5.131,No,0.0016699999999999998,1.49e-06,0.121,205.57,Rock
The Edge Of Glory (Lady Gaga),320546.0,False,2011.0,High,0.583,0.768,-6.477,No,0.000323,0.0162,0.109,127.95200000000001,Pop
Just A Kiss (Lady A),218840.0,False,2011.0,High,0.593,0.639,-5.8260000000000005,No,0.446,0.0,0.0998,142.881,Pop
Tonight Tonight (Hot Chelle Rae),200466.0,False,2011.0,High,0.6859999999999999,0.7829999999999999,-4.977,Yes,0.0764,0.0,0.163,99.978,Pop
Tongue Tied (Grouplove),218013.0,False,2011.0,High,0.56,0.9359999999999999,-5.835,No,0.00847,0.0,0.161,112.96,Pop
Every Teardrop Is a Waterfall (Coldplay),240796.0,False,2011.0,High,0.425,0.732,-6.882999999999999,No,0.0019399999999999999,0.0103,0.171,117.98,Pop
Best Thing I Never Had (Beyoncé),253746.0,False,2011.0,High,0.545,0.649,-4.062,No,0.14300000000000002,1.57e-05,,99.09899999999999,Pop
Raise Your Glass (P!nk),202960.0,True,2010.0,High,0.7,0.7090000000000001,-5.006,No,0.0048,0.0,0.028999999999999998,122.01899999999999,Pop
Jar of Hearts (Christina Perri),246587.0,False,2011.0,High,0.349,0.348,-6.142,No,0.726,0.0,0.12,74.541,Pop
Marry You (Bruno Mars),230192.0,False,2010.0,High,0.621,0.82,-4.865,No,0.332,0.0,0.10400000000000001,144.905,Pop
If I Die Young (The Band Perry),222773.0,False,2010.0,High,0.606,0.49700000000000005,-6.611000000000001,No,0.348,0.0,0.275,130.739,Rock
How To Love (Lil Wayne),240306.0,False,2011.0,Low,0.644,0.6609999999999999,-6.093,No,0.000177,5.23e-06,0.10800000000000001,153.99200000000002,Pop
Wherever You Will Go (Charlene Soraia),197577.0,False,2011.0,High,0.597,0.115,-9.217,No,0.82,0.000215,0.111,111.20200000000001,Pop
A Thousand Years (Christina Perri),285120.0,False,2011.0,High,0.42100000000000004,0.40700000000000003,-7.445,No,0.309,0.0009609999999999999,0.11,139.028,Pop
We Found Love (Rihanna),215226.0,False,2011.0,High,0.735,0.7659999999999999,-4.485,No,0.025,0.0013800000000000002,0.10800000000000001,127.985,Pop
Call Me Maybe (Carly Rae Jepsen),193400.0,False,2012.0,High,0.7829999999999999,0.58,-6.547999999999999,No,0.0114,2.28e-06,0.10800000000000001,120.021,Pop
We Are Young (feat. Janelle Monáe) (fun.),250626.0,False,2012.0,High,0.37799999999999995,0.638,-5.5760000000000005,No,0.02,7.659999999999999e-05,0.0849,184.08599999999998,Pop
She Doesn't Mind (Sean Paul),227786.0,False,2012.0,High,0.718,0.7759999999999999,-5.207999999999999,No,0.000624,5.3e-06,0.207,120.015,Pop
International Love (feat. Chris Brown) (Pitbull),227280.0,False,2011.0,High,0.67,0.855,-3.035,No,0.0124,0.0,0.335,120.05,Pop
In The Dark (DEV),226226.0,False,2012.0,Low,0.736,0.8240000000000001,-4.231,No,0.00358,0.000921,0.32899999999999996,124.954,Pop
Skyfall (Adele),286480.0,False,2012.0,,0.34600000000000003,0.552,-6.864,No,0.41700000000000004,0.0,0.114,75.881,Pop
Turn Me On (feat. Nicki Minaj) (David Guetta),199680.0,False,2012.0,High,0.7040000000000001,0.7929999999999999,-2.266,No,0.0488,0.0,0.575,127.96,Pop
Where Have You Been (Rihanna),242680.0,False,2011.0,High,0.7190000000000001,0.847,-6.34,No,0.00201,0.0204,0.223,127.963,Pop
Ni**as In Paris (JAY-Z),219333.0,True,2011.0,High,0.789,0.858,-5.542000000000001,Yes,0.127,0.0,0.349,140.02200000000002,Rock
One More Night (Maroon 5),219546.0,False,2012.0,High,0.716,0.821,-3.435,No,0.0558,0.0,0.0844,92.99700000000001,Pop
Bangarang (feat. Sirah) (Skrillex),215253.0,True,2011.0,High,0.716,0.972,-2.302,Yes,0.0145,3.2200000000000003e-05,0.317,110.02600000000001,Pop
Chasing The Sun (The Wanted),198800.0,False,2012.0,High,0.637,0.732,-6.209,No,0.244,0.0,0.498,128.108,Pop
Whistle (Flo Rida),224653.0,False,2012.0,High,0.747,0.937,-5.746,No,0.0208,0.0,0.29,103.976,Pop
This Is Love (will.i.am),279026.0,False,2013.0,High,0.535,0.7959999999999999,-3.446,No,0.00473,0.0,0.145,128.954,Pop
She Wolf (Falling to Pieces) [feat. Sia] (David Guetta),222500.0,False,2012.0,High,0.49200000000000005,0.857,-2.634,No,0.0841,7.82e-06,0.344,129.97299999999998,Pop
Pound The Alarm (Nicki Minaj),205640.0,True,2012.0,High,0.728,0.858,-3.6860000000000004,No,0.0403,4.09e-06,0.0241,125.055,Pop
Swimming Pools (Drank) - Extended Version (Kendrick Lamar),313786.0,True,2012.0,,0.716,0.485,-7.745,Yes,0.12300000000000001,2.6899999999999997e-05,0.604,74.132,Rock
Primadonna (MARINA),221075.0,False,2012.0,High,0.66,0.6890000000000001,-2.6710000000000003,No,0.0884,0.0,0.0922,127.98,Pop
Mercy (Kanye West),329320.0,True,2012.0,High,0.563,0.496,-9.381,Yes,0.0685,5.7999999999999994e-05,0.17300000000000001,139.993,Rock
Hot Right Now (feat. RITA ORA) - Radio Edit (DJ Fresh),182333.0,False,2012.0,Low,0.524,0.972,-1.569,No,0.00656,0.00058,0.22399999999999998,175.017,Pop
Sexy And I Know It (LMFAO),199480.0,False,2011.0,High,0.7070000000000001,0.861,-4.225,Yes,0.1,0.0,0.191,130.02100000000002,Pop
Gangnam Style (강남스타일) (PSY),219493.0,False,2012.0,High,0.727,0.937,-2.8710000000000004,Yes,0.00417,0.0,0.091,132.067,Pop
Die Young (Kesha),211920.0,False,2012.0,High,0.711,0.7,-4.805,No,0.00498,,0.215,128.001,Pop
Scream (Usher),234693.0,False,2012.0,High,0.616,0.862,-5.18,No,0.00117,0.0,0.179,127.992,Pop
Troublemaker (feat. Flo Rida) (Olly Murs),185586.0,False,2012.0,Low,0.762,0.863,-3.6889999999999996,No,0.015,0.0,0.125,106.008,Pop
BURN IT DOWN (Linkin Park),230253.0,False,2012.0,High,0.585,0.972,-4.45,No,0.0143,0.0,0.0707,110.006,Rock
Locked out of Heaven (Bruno Mars),233478.0,False,2012.0,High,0.726,0.698,-4.165,No,0.049,0.0,0.309,143.994,Pop
Levels - Radio Edit (Avicii),199906.0,False,2011.0,High,0.584,0.889,-5.941,No,0.0462,0.828,0.309,126.04,Pop
Good Feeling (Flo Rida),248133.0,False,2012.0,High,0.706,0.89,-4.444,No,0.0588,0.00286,0.306,128.011,Pop
Diamonds (Rihanna),225146.0,False,2012.0,High,0.564,0.71,-4.92,No,0.00125,0.0,0.109,91.97200000000001,Pop
"Work Hard, Play Hard (Wiz Khalifa)",219026.0,True,2012.0,High,0.787,0.6659999999999999,-4.475,No,0.0409,1.91e-05,0.29600000000000004,140.00799999999998,Pop
Part Of Me (Katy Perry),216160.0,False,2012.0,High,0.6779999999999999,0.9179999999999999,-4.63,No,0.000417,0.0,0.0744,130.028,Pop
Starships (Nicki Minaj),210626.0,True,2012.0,High,0.747,0.716,-2.457,No,0.135,0.0,0.251,125.008,Pop
m.A.A.d city (Kendrick Lamar),350120.0,True,2012.0,High,0.48700000000000004,0.7290000000000001,-6.815,Yes,0.0538,4.07e-06,0.44,91.04799999999999,Rock
One Day / Reckoning Song (Wankelmut Remix) [Radio Edit] (Asaf Avidan & the Mojos),212360.0,False,2012.0,Low,0.821,0.6759999999999999,-6.3660000000000005,No,0.187,0.0001,0.0927,119.012,Pop
Spectrum (Say My Name) - Calvin Harris Remix (Florence + The Machine),218190.0,False,2011.0,High,0.578,0.946,-3.85,No,0.00225,0.00412,0.0966,126.09200000000001,Pop
212 (Azealia Banks),204956.0,True,2014.0,Low,0.847,0.769,-5.761,Yes,0.0145,0.00011999999999999999,0.0767,126.01700000000001,Pop
Payphone (Maroon 5),231173.0,True,2012.0,High,0.743,0.752,-4.813,No,0.0188,0.0,0.287,110.015,Pop
Impossible (James Arthur),209440.0,False,2013.0,High,0.376,0.695,-4.782,No,0.135,0.0,0.11,169.533,Pop
Ai Se Eu Te Pego - Live (Michel Teló),166866.0,False,2012.0,Low,0.6759999999999999,0.935,-4.55,No,0.35700000000000004,0.0,0.853,96.055,Rock
Million Voices - Radio Edit (Otto Knows),192866.0,False,2012.0,Low,0.5820000000000001,0.894,-6.297999999999999,No,0.0022,0.0223,0.0664,125.946,Pop
I Love It (Icona Pop),156773.0,True,2012.0,Low,0.71,0.9009999999999999,-2.6860000000000004,No,0.00828,1.34e-05,0.172,125.95299999999999,Pop
Rack City (Tyga),203200.0,True,2012.0,High,0.929,0.33899999999999997,-10.880999999999998,Yes,0.0373,1.9600000000000002e-05,0.187,98.986,Pop
Feel So Close - Radio Edit (Calvin Harris),206413.0,False,2012.0,High,0.7070000000000001,0.924,-2.842,No,0.0009720000000000001,0.00703,0.204,127.93700000000001,Pop
